Image_Url	Number_of_columns	Number_of_rows	empty_cells_ratio	Is_coorelation	Is_caption_descriptive	Is_columns_descriptive	ratio_str_vs_int	is_cols_var_def	is_cols_model_results	Label
pngs\others\ChuaZ#GohK#KankanhalliA#PhangC_2007_Investigating_Participation_in_Online_Policy_Discussion_Forums_Over_Time_-_Does_Network_Structure_Matter_ICIS-Table2-1.png	2	2	0.0	0	0	1	100	0	0	others
pngs\others\ChungS#AnimeshA#HanK#PinsonneaultA_2016_Does_Give-and-Take_Really_Matter_-_Dynamics_of_Social_Interactions_in_Facebook_ICIS-Table2-1.png	6	3	0.05555555555555555	0	0	0	17.0	0	0	others
pngs\others\ChungS#AnimeshA#HanK#PinsonneaultA_2016_Does_Give-and-Take_Really_Matter_-_Dynamics_of_Social_Interactions_in_Facebook_ICIS-Table3-1.png	5	5	0.04	0	1	0	24.0	0	0	others
pngs\others\ChungS#AnimeshA#HanK#PinsonneaultA_2016_Does_Give-and-Take_Really_Matter_-_Dynamics_of_Social_Interactions_in_Facebook_ICIS-Table5-1.png	16	5	0.1	0	1	0	9.0	0	0	others
pngs\Descriptive_stats\ChungS#AnimeshA#HanK#PinsonneaultA_2016_Does_Give-and-Take_Really_Matter_-_Dynamics_of_Social_Interactions_in_Facebook_ICIS-Table1-1.png	8	7	0.017857142857142856	0	1	1	55.0	0	0	Descriptive_stats
pngs\others\ChungS#AnimeshA#HanK#PinsonneaultA_2016_Does_Give-and-Take_Really_Matter_-_Dynamics_of_Social_Interactions_in_Facebook_ICIS-Table4-1.png	10	5	0.1	0	1	0	9.0	0	0	others
pngs\others\ChungW_2010_Extracting_Business_Intelligence_from_Online_Product_Reviews_-_An_Experiment_of_Automatic_Rule-Induction_ICIS-Table1-1.png	6	6	0.0	0	0	0	100	0	0	others
pngs\others\ChungW_2010_Extracting_Business_Intelligence_from_Online_Product_Reviews_-_An_Experiment_of_Automatic_Rule-Induction_ICIS-Table3-1.png	5	4	0.0	0	0	1	100	0	0	others
pngs\others\CichyP#SalgeT#KohliR_2014_Extending_the_Privacy_Calculus_-_The_Role_of_Psychological_Ownership_ICIS-Table4-1.png	27	6	0.24074074074074073	0	1	0	3.1538461538461537	0	0	others
pngs\others\CichyP#SalgeT#KohliR_2014_Extending_the_Privacy_Calculus_-_The_Role_of_Psychological_Ownership_ICIS-Table2-1.png	4	5	0.1	0	0	1	9.0	0	0	others
pngs\others\CichyP#SalgeT#KohliR_2014_Extending_the_Privacy_Calculus_-_The_Role_of_Psychological_Ownership_ICIS-Table3-1.png	25	6	0.2866666666666667	0	0	0	2.488372093023256	0	0	others
pngs\others\CichyP#SalgeT#KohliR_2014_Extending_the_Privacy_Calculus_-_The_Role_of_Psychological_Ownership_ICIS-Table1-1.png	11	3	0.18181818181818182	0	1	1	4.5	0	0	others
pngs\Variable_def\CirielloR#RichterA_2015_Idea_Hubs_as_Nexus_of_Collective_Creativity_in_Digital_Innovation_ICIS-Table3-1.png	4	4	0.125	0	0	1	7.0	1	0	Variable_def
pngs\others\CirielloR#RichterA_2015_Idea_Hubs_as_Nexus_of_Collective_Creativity_in_Digital_Innovation_ICIS-Table1-1.png	4	4	0.0	0	0	0	100	0	0	others
pngs\others\ClapperD#MasseyA_1995_Predicting_Group_Output_-_Assessing_the_Relative_Impacts_of_Task-Related_Input_and_GSS_Use_ICIS-Table5-1.png	4	4	0.0	0	1	1	100	0	0	others
pngs\others\ClapperD#MasseyA_1995_Predicting_Group_Output_-_Assessing_the_Relative_Impacts_of_Task-Related_Input_and_GSS_Use_ICIS-Table6-1.png	7	5	0.45714285714285713	0	1	1	1.1875	0	0	others
pngs\others\ClarkeR#Burton-JonesA#WeberR_2013_Improving_the_Semantics_of_Conceptual-Modeling_Grammars_-_A_New_Perspective_on_an_Old_Problem_ICIS-Table1-1.png	7	4	0.25	0	0	0	3.0	0	0	others
pngs\others\ClarkeR#Burton-JonesA#WeberR_2013_Improving_the_Semantics_of_Conceptual-Modeling_Grammars_-_A_New_Perspective_on_an_Old_Problem_ICIS-Table2-1.png	5	2	0.0	0	0	0	100	0	0	others
pngs\others\ClemmensenT#HertzumM#HornbaekK#ShiQ#YammiyavarP_2008_Cultural_Cognition_in_the_Thinking-Aloud_Method_for_Usability_Evaluation_ICIS-Table1-1.png	9	2	0.0	0	1	0	100	1	0	others
pngs\Variable_def\CollinsR#DeekF_2012_Knowing_Together__Learning_Apart_-_A_Proposed_Framework_for_Supporting_Individual_Learning_Through_Collaborative_Knowledge_Building_Tools_ICIS-Table1-1.png	13	3	0.1794871794871795	0	0	1	4.571428571428571	1	0	Variable_def
pngs\Variable_def\ConboyK#MorganL_2012_ASSIMILATION_OF_THE_CLOUD_-_BENEFITS_AND_CHALLENGES_TO_ACCEPTANCE__ROUTINIZATION_AND_INFUSION_OF_CLOUD_COMPUTING_ICIS-Table1-1.png	8	2	0.125	0	0	0	7.0	0	0	Variable_def
pngs\others\ConboyK#MorganL_2012_ASSIMILATION_OF_THE_CLOUD_-_BENEFITS_AND_CHALLENGES_TO_ACCEPTANCE__ROUTINIZATION_AND_INFUSION_OF_CLOUD_COMPUTING_ICIS-Table2-1.png	13	3	0.358974358974359	0	0	0	1.7857142857142858	0	0	others
pngs\others\ConboyK#PikkarainenM#WangX_2007_Agile_Practices_in_Use_from_an_Innovation_Assimilation_Perspective_-_A_Multiple_Case_Study_ICIS-Table2-1.png	5	2	0.1	0	0	0	9.0	0	0	others
pngs\others\ConboyK#PikkarainenM#WangX_2007_Agile_Practices_in_Use_from_an_Innovation_Assimilation_Perspective_-_A_Multiple_Case_Study_ICIS-Table3-1.png	8	4	0.03125	0	0	0	31.0	0	0	others
pngs\others\ConboyK#PikkarainenM#WangX_2007_Agile_Practices_in_Use_from_an_Innovation_Assimilation_Perspective_-_A_Multiple_Case_Study_ICIS-Table4-1.png	4	4	0.0625	0	0	0	15.0	0	0	others
pngs\Variable_def\ConboyK#PikkarainenM#WangX_2007_Agile_Practices_in_Use_from_an_Innovation_Assimilation_Perspective_-_A_Multiple_Case_Study_ICIS-Table1-1.png	25	3	0.5733333333333334	0	1	1	0.7441860465116279	1	0	Variable_def
pngs\others\ConnollyA#JonesJ_2012_Volunteering_2.0_-_How_Online_Social_Networks_Motivate_Volunteer_Retention_ICIS-Table3-1.png	9	2	0.0	0	0	0	100	0	0	others
pngs\others\ConnollyA#JonesJ_2012_Volunteering_2.0_-_How_Online_Social_Networks_Motivate_Volunteer_Retention_ICIS-Table1-1.png	7	3	0.0	0	0	0	100	1	0	others
pngs\others\ConnollyA#JonesJ_2012_Volunteering_2.0_-_How_Online_Social_Networks_Motivate_Volunteer_Retention_ICIS-Table2-1.png	6	3	0.05555555555555555	0	0	0	17.0	0	0	others
pngs\others\ConstantinidesP#KouroubaliA#BarrettM_2008_Transacting_Expertise_in_Emergency_Management_and_Response_ICIS-Table2-1.png	4	3	0.0	0	1	0	100	0	0	others
pngs\others\CorbettJ_2010_UNEARTHING_THE_VALUE_OF_GREEN_IT_ICIS-Table4-1.png	7	3	0.0	0	0	0	100	0	0	others
pngs\others\CorbettJ_2010_UNEARTHING_THE_VALUE_OF_GREEN_IT_ICIS-Table5-1.png	7	6	0.7142857142857143	0	0	0	0.4	0	0	others
pngs\others\CorbettJ_2010_UNEARTHING_THE_VALUE_OF_GREEN_IT_ICIS-Table3-1.png	11	2	0.045454545454545456	0	0	0	21.0	0	0	others
pngs\others\CorbettJ_2010_UNEARTHING_THE_VALUE_OF_GREEN_IT_ICIS-Table6-1.png	6	3	0.05555555555555555	0	0	0	17.0	0	0	others
pngs\others\CorbettJ_2010_UNEARTHING_THE_VALUE_OF_GREEN_IT_ICIS-Table1-1.png	7	3	0.0	0	0	0	100	0	0	others
pngs\others\CorbettJ_2010_UNEARTHING_THE_VALUE_OF_GREEN_IT_ICIS-Table2-1.png	5	6	0.0	0	0	0	100	0	0	others
pngs\others\CoreaS_2000_Technological_Capacitation_in_Customer_Service_Work_-_A_Sociotechnical_Approach_ICIS-Table2-1.png	16	3	0.0	0	0	0	100	0	0	others
pngs\others\CoreaS_2000_Technological_Capacitation_in_Customer_Service_Work_-_A_Sociotechnical_Approach_ICIS-Table1-1.png	7	5	0.05714285714285714	0	0	1	16.5	0	0	others
pngs\others\CoreaS_2004_Myth_and_Dissymmetry_in_the_Use_of_Information_Technology_ICIS-Table1-1.png	5	1	0.2	0	0	0	4.0	0	0	others
pngs\others\CornfordT#VentersW#ZhengY_2007_Agility__Improvisation__or_Enacted_Emergence_ICIS-Table1-1.png	6	4	0.08333333333333333	0	0	0	11.0	0	0	others
pngs\others\CornfordT#VentersW#ZhengY_2007_Agility__Improvisation__or_Enacted_Emergence_ICIS-Table2-1.png	9	2	0.0	0	0	0	100	0	0	others
pngs\others\CornfordT#VentersW#ZhengY_2007_Agility__Improvisation__or_Enacted_Emergence_ICIS-Table3-1.png	8	2	0.0	0	0	0	100	0	0	others
pngs\others\CoyleS#ConboyK#ActonT_2015_An_Exploration_of_the_relationship_between_Contribution_Behaviours_and_the_Decision_Making_Process_in_Agile_Teams_ICIS-Table2-1.png	19	4	0.0	0	0	0	100	0	0	others
pngs\others\CoyleS#ConboyK#ActonT_2015_An_Exploration_of_the_relationship_between_Contribution_Behaviours_and_the_Decision_Making_Process_in_Agile_Teams_ICIS-Table3-1.png	9	2	0.0	0	0	0	100	0	0	others
pngs\others\CramW#BrohmanM_2010_BEYOND_MODES_-_A_NEW_TYPOLOGY_OF_ISD_CONTROL_ICIS-Table2-1.png	15	4	0.15	0	0	0	5.666666666666667	0	0	others
pngs\others\CramW#BrohmanM_2010_BEYOND_MODES_-_A_NEW_TYPOLOGY_OF_ISD_CONTROL_ICIS-Table1-1.png	4	2	0.0	0	1	1	100	0	0	others
pngs\others\CrowstonK#AnnabiH#HowisonJ_2003_Defining_Open_Source_Software_Project_Success_ICIS-Table3-1.png	24	4	0.1875	0	0	0	4.333333333333333	0	0	others
pngs\others\CrowstonK#AnnabiH#HowisonJ_2003_Defining_Open_Source_Software_Project_Success_ICIS-Table2-1.png	4	3	0.0	0	1	0	100	0	0	others
pngs\others\CrowstonK#AnnabiH#HowisonJ_2003_Defining_Open_Source_Software_Project_Success_ICIS-Table1-1.png	5	3	0.0	0	0	0	100	0	0	others
pngs\others\CrowstonK#WeiK#LiQ#EseryelU#HowisonJ_2005_Coordination_of_Free-Libre_Open_Source_Software_Development_ICIS-Table3-1.png	11	7	0.06493506493506493	0	0	0	14.4	0	0	others
pngs\others\CuiT#TongY#TeoH_2012_Can_Information_Technology_Bridge_Knowledge_Distance_in_Organizational_Open_Innovation_-_An_Absorptive_Capacity_Perspective_ICIS-Table1-1.png	6	3	0.0	0	0	1	100	1	0	others
pngs\others\CurleyK#MeyerM#WohlgemuthE_1995_Organizing_For_the_Effective_Diffusion_of_Corporate_Information_Systems_-_Manage_Project_Scale_and_Scope_ICIS-Table1-1.png	2	8	0.0	0	0	1	100	0	0	others
pngs\others\CurleyK#MeyerM#WohlgemuthE_1995_Organizing_For_the_Effective_Diffusion_of_Corporate_Information_Systems_-_Manage_Project_Scale_and_Scope_ICIS-Table2-1.png	5	8	0.0	0	0	1	100	0	0	others
pngs\others\CurleyK#MeyerM#WohlgemuthE_1995_Organizing_For_the_Effective_Diffusion_of_Corporate_Information_Systems_-_Manage_Project_Scale_and_Scope_ICIS-Table3-1.png	7	8	0.0	0	0	1	100	0	0	others
pngs\Variable_def\CurrieW_2003_Value_Creation_from_Application_Service_Provisioning_-_Lessons_from_Four_Vendor_Firms_ICIS-Table1-1.png	4	3	0.0	0	1	1	100	1	0	Variable_def
pngs\others\CurrieW_2003_Value_Creation_from_Application_Service_Provisioning_-_Lessons_from_Four_Vendor_Firms_ICIS-Table2-1.png	5	4	0.05	0	0	0	19.0	0	0	others
pngs\others\CurryE#DonnellanB_2012_Sustainable_IT_at_Intel_-_A_Teaching_Case_ICIS-Table4-1.png	7	4	0.0	0	0	0	100	0	0	others
pngs\others\CurryE#DonnellanB_2012_Sustainable_IT_at_Intel_-_A_Teaching_Case_ICIS-Table1-1.png	9	2	0.0	0	0	0	100	0	0	others
pngs\others\CurryE#DonnellanB_2012_Sustainable_IT_at_Intel_-_A_Teaching_Case_ICIS-Table2-1.png	7	6	0.0	0	0	0	100	0	0	others
pngs\others\CurryE#DonnellanB_2012_Sustainable_IT_at_Intel_-_A_Teaching_Case_ICIS-Table3-1.png	8	4	0.0	0	0	0	100	0	0	others
pngs\Coorleation\DanielS#MarupingL#CataldoM#HerbslebJ_2011_When_Cultures_Clash_-_Participation_in_Open_Source_Communities_and_Its_Implications_For_Organizational_Commitment_ICIS-Table1-1.png	12	13	0.3525641025641026	0	1	0	0.9259259259259259	0	0	Coorleation
pngs\others\DanielS#MarupingL#CataldoM#HerbslebJ_2011_When_Cultures_Clash_-_Participation_in_Open_Source_Communities_and_Its_Implications_For_Organizational_Commitment_ICIS-Table2-1.png	20	4	0.225	0	1	0	3.4444444444444446	0	0	others
pngs\Coorleation\DanielS#StewartK_2017_Implications_of_Alter_Project_Resources_and_Participant_Roles_for_Open_Source_Software_Project_Commercial_Success_ICIS-Table1-1.png	15	16	0.325	0	1	0	2.076923076923077	0	0	Coorleation
pngs\Descriptive_stats\DaraisK#NelsonK#RiceS#BucheM_2001_Identifying_the_Enablers_and_Barriers_of_Information_Technology_Personnel_Transition_ICIS-Table1-1.png	12	4	0.3333333333333333	0	1	0	1.2857142857142858	0	0	Descriptive_stats
pngs\others\DaraisK#NelsonK#RiceS#BucheM_2001_Identifying_the_Enablers_and_Barriers_of_Information_Technology_Personnel_Transition_ICIS-Table3-1.png	6	2	0.0	0	0	0	100	0	0	others
pngs\others\DaraisK#NelsonK#RiceS#BucheM_2001_Identifying_the_Enablers_and_Barriers_of_Information_Technology_Personnel_Transition_ICIS-Table2-1.png	7	2	0.0	0	0	0	100	0	0	others
pngs\others\DaraisK#NelsonK#RiceS#BucheM_2001_Identifying_the_Enablers_and_Barriers_of_Information_Technology_Personnel_Transition_ICIS-Table4-1.png	5	2	0.0	0	0	0	100	0	0	others
pngs\Coorleation\DarbanM_2015_Kent_State_University_Kent__Ohio_mdarbanh@kent.edu_ICIS-Table1-1.png	8	13	0.2403846153846154	0	0	1	3.16	0	0	Coorleation
pngs\others\DauerD#KaraenkeP#WeinhardtC_2015_Load_Balancing_in_the_Smart_Grid_-_A_Package_Auction_and_Compact_Bidding_Language_ICIS-Table1-1.png	6	2	0.0	0	0	0	100	0	0	others
pngs\others\DavazdahemamiB#HammerB#LuseA#KalgotraP_2018_The_Role_of_Parallelism_in_Resolving_the_Privacy_Paradox_of_Information_Disclosure_in_Social_Networks_ICIS-Table5-1.png	4	3	0.0	0	0	0	100	0	0	others
pngs\Coorleation\DavazdahemamiB#HammerB#LuseA#KalgotraP_2018_The_Role_of_Parallelism_in_Resolving_the_Privacy_Paradox_of_Information_Disclosure_in_Social_Networks_ICIS-Table4-1.png	7	12	0.17857142857142858	0	0	1	4.6	0	0	Coorleation
pngs\others\DavazdahemamiB#HammerB#LuseA#KalgotraP_2018_The_Role_of_Parallelism_in_Resolving_the_Privacy_Paradox_of_Information_Disclosure_in_Social_Networks_ICIS-Table1-1.png	5	5	0.44	0	0	0	1.2727272727272727	0	0	others
pngs\others\DavazdahemamiB#HammerB#LuseA#KalgotraP_2018_The_Role_of_Parallelism_in_Resolving_the_Privacy_Paradox_of_Information_Disclosure_in_Social_Networks_ICIS-Table2-1.png	5	2	0.0	0	0	0	100	0	0	others
pngs\others\DavazdahemamiB#HammerB#LuseA#KalgotraP_2018_The_Role_of_Parallelism_in_Resolving_the_Privacy_Paradox_of_Information_Disclosure_in_Social_Networks_ICIS-Table6-1.png	10	7	0.11428571428571428	0	1	0	7.75	0	0	others
pngs\others\DavazdahemamiB#HammerB#LuseA#KalgotraP_2018_The_Role_of_Parallelism_in_Resolving_the_Privacy_Paradox_of_Information_Disclosure_in_Social_Networks_ICIS-Table3-1.png	18	3	0.3333333333333333	1	1	0	2.0	0	0	others
pngs\Variable_def\DengC#RavichandranT_2016_Managerial_Response_to_Online_Compliments_-_Helpful_or_Harmful_ICIS-Table1-1.png	9	7	0.15873015873015872	0	0	1	5.3	1	0	Variable_def
pngs\Variable_def\DengW#MaJ_2017_Leveraging_Heterogeneous_Information_Network_for_Community_Recommendation_ICIS-Table2-1.png	9	2	0.05555555555555555	0	0	1	17.0	1	0	Variable_def
pngs\Variable_def\DengY#HouJ#LiginlalD#YangX#MaX_2016_Applying_the_Cox_Model_to_Study_Online_Gambling_Behavior_ICIS-Table1-1.png	9	2	0.0	0	0	0	100	0	0	Variable_def
pngs\Coorleation\DengY#HouJ#LiginlalD#YangX#MaX_2016_Applying_the_Cox_Model_to_Study_Online_Gambling_Behavior_ICIS-Table2-1.png	8	10	0.1625	0	1	1	1.4242424242424243	0	0	Coorleation
pngs\Coorleation\DengY#HouJ#LiginlalD#YangX#MaX_2016_Applying_the_Cox_Model_to_Study_Online_Gambling_Behavior_ICIS-Table3-1.png	8	11	0.18181818181818182	0	1	1	0.7959183673469388	0	0	Coorleation
pngs\Variable_def\DennehyD#ConboyK_2016_Early_Adoption_of_Flow_Artefacts_in_ISD_-_An_Activity_Theory_Perspective_ICIS-Table2-1.png	8	2	0.0	0	0	1	100	1	0	Variable_def
pngs\Variable_def\DennehyD#ConboyK_2016_Early_Adoption_of_Flow_Artefacts_in_ISD_-_An_Activity_Theory_Perspective_ICIS-Table4-1.png	3	3	0.0	0	0	0	100	0	0	Variable_def
pngs\Variable_def\DennehyD#ConboyK_2016_Early_Adoption_of_Flow_Artefacts_in_ISD_-_An_Activity_Theory_Perspective_ICIS-Table3-1.png	5	2	0.0	0	0	0	100	0	0	Variable_def
pngs\Descriptive_stats\DhanasobhonS#ChenP#SmithM#ChenP_2007_An_Analysis_of_the_Differential_Impact_of_Reviews_and_Reviewers_at_Amazon.com_ICIS-Table2-1.png	9	6	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Model_results\DhanasobhonS#ChenP#SmithM#ChenP_2007_An_Analysis_of_the_Differential_Impact_of_Reviews_and_Reviewers_at_Amazon.com_ICIS-Table4-1.png	19	5	0.18947368421052632	0	0	1	4.277777777777778	0	1	Model_results
pngs\Coorleation\DhanasobhonS#ChenP#SmithM#ChenP_2007_An_Analysis_of_the_Differential_Impact_of_Reviews_and_Reviewers_at_Amazon.com_ICIS-Table3-1.png	10	9	0.32222222222222224	0	0	0	2.103448275862069	0	0	Coorleation
pngs\Descriptive_stats\DimokaA#DavisF_2008_Where_Does_TAM_Reside_in_the_Brain_-_The_Neural_Mechanisms_Underlying_Technology_Adoption_ICIS-Table3-1.png	5	3	0.0	0	0	1	100	0	0	Descriptive_stats
pngs\Descriptive_stats\DimokaA#DavisF_2008_Where_Does_TAM_Reside_in_the_Brain_-_The_Neural_Mechanisms_Underlying_Technology_Adoption_ICIS-Table2-1.png	7	4	0.0	0	1	0	100	0	0	Descriptive_stats
pngs\Coorleation\DingY#XuH#TanB_2015_A_Conflicting_Relationship_Between_Online_Product_Page_Viewing_And_Product_Returns_ICIS-Table2-1.png	6	6	0.2777777777777778	0	0	0	2.6	0	0	Coorleation
pngs\Descriptive_stats\DingY#XuH#TanB_2015_A_Conflicting_Relationship_Between_Online_Product_Page_Viewing_And_Product_Returns_ICIS-Table1-1.png	9	5	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Model_results\DissanayakeI#NerurS#ZhangJ_2019_Team_Formation_and_Performance_in_Online_Crowdsourcing_Competitions_-_The_Role_of_Homophily_and_Diversity_in_Solver_Characteristics_ICIS-Table2-1.png	11	3	0.09090909090909091	1	0	0	10.0	0	0	Model_results
pngs\Model_results\DissanayakeI#ZhangJ#GuB_2011_Virtual_Team_Performance_in_Crowdsourcing_Contests_-_A_Social_Network_Perspective_ICIS-Table6-1.png	10	3	0.0	0	0	1	100	0	1	Model_results
pngs\Variable_def\DissanayakeI#ZhangJ#GuB_2011_Virtual_Team_Performance_in_Crowdsourcing_Contests_-_A_Social_Network_Perspective_ICIS-Table2-1.png	4	3	0.08333333333333333	0	0	0	11.0	1	0	Variable_def
pngs\Model_results\DissanayakeI#ZhangJ#GuB_2011_Virtual_Team_Performance_in_Crowdsourcing_Contests_-_A_Social_Network_Perspective_ICIS-Table5-1.png	9	3	0.14814814814814814	0	0	1	5.75	0	1	Model_results
pngs\Model_results\DissanayakeI#ZhangJ#GuB_2011_Virtual_Team_Performance_in_Crowdsourcing_Contests_-_A_Social_Network_Perspective_ICIS-Table4-1.png	7	3	0.0	0	0	1	100	0	1	Model_results
pngs\Coorleation\DissanayakeI#ZhangJ#GuB_2011_Virtual_Team_Performance_in_Crowdsourcing_Contests_-_A_Social_Network_Perspective_ICIS-Table3-1.png	9	10	0.3333333333333333	0	0	0	0.0975609756097561	0	0	Coorleation
pngs\Coorleation\DongJ_2010_HOW_DOES_INFORMATION_TECHNOLOGY_ENABLE_INNOVATION_IN_SUPPLY_CHAINS_ICIS-Table2-1.png	8	7	0.30357142857142855	0	1	0	2.2941176470588234	0	0	Coorleation
pngs\Descriptive_stats\DuanW#GuB#WhinstonA_2005_An_Empirical_Investigation_of_Herding_on_the_Internet_-_The_Case_of_Software_Downloading_ICIS-Table8-1.png	19	4	0.11842105263157894	0	0	1	7.444444444444445	0	0	Descriptive_stats
pngs\Variable_def\DuanW#GuB#WhinstonA_2005_An_Empirical_Investigation_of_Herding_on_the_Internet_-_The_Case_of_Software_Downloading_ICIS-Table2-1.png	15	2	0.0	0	0	1	100	1	0	Variable_def
pngs\Descriptive_stats\DuanW#GuB#WhinstonA_2005_An_Empirical_Investigation_of_Herding_on_the_Internet_-_The_Case_of_Software_Downloading_ICIS-Table7-1.png	17	5	0.16470588235294117	0	0	1	5.071428571428571	0	0	Descriptive_stats
pngs\Descriptive_stats\DuanW#GuB#WhinstonA_2005_An_Empirical_Investigation_of_Herding_on_the_Internet_-_The_Case_of_Software_Downloading_ICIS-Table6-1.png	13	6	0.11538461538461539	0	0	0	7.666666666666667	0	0	Descriptive_stats
pngs\Descriptive_stats\DuanW#GuB#WhinstonA_2005_An_Empirical_Investigation_of_Herding_on_the_Internet_-_The_Case_of_Software_Downloading_ICIS-Table5-1.png	15	6	0.07777777777777778	0	1	1	11.857142857142858	0	0	Descriptive_stats
pngs\Descriptive_stats\DuanW#GuB#WhinstonA_2006_The_Role_of_Dealers_in_Electronic_Markets_-_Empirical_Insights_from_Online_Auctions_ICIS-Table2-1.png	8	6	0.08333333333333333	0	1	1	11.0	0	0	Descriptive_stats
pngs\Descriptive_stats\DuanW#GuB#WhinstonA_2006_The_Role_of_Dealers_in_Electronic_Markets_-_Empirical_Insights_from_Online_Auctions_ICIS-Table4-1.png	10	7	0.2857142857142857	0	1	1	2.5	0	0	Descriptive_stats
pngs\Descriptive_stats\DuanW#GuB#WhinstonA_2006_The_Role_of_Dealers_in_Electronic_Markets_-_Empirical_Insights_from_Online_Auctions_ICIS-Table3-1.png	9	6	0.07407407407407407	0	1	1	12.5	0	0	Descriptive_stats
pngs\Variable_def\DuanW#GuB#WhinstonA_2006_The_Role_of_Dealers_in_Electronic_Markets_-_Empirical_Insights_from_Online_Auctions_ICIS-Table1-1.png	11	2	0.0	0	1	1	100	1	0	Variable_def
pngs\Variable_def\DuffyK#JeyarajA_2012_Acceptance_and_Use_of_the_'Digital_Measures'_System_in_an_Organized_Anarchy_ICIS-Table1-1.png	9	2	0.0	0	0	0	100	1	0	Variable_def
pngs\Coorleation\DunawayM#SabherwalR_2012_Understanding_the_role_of_Transactive_Memory_Systems_and_Knowledge_Management_Mechanisms_on_Team_Performance_ICIS-Table2-1.png	13	7	0.16483516483516483	0	0	0	5.066666666666666	0	0	Coorleation
pngs\Variable_def\EdenR#Burton-JonesA_2018_The_Dynamics_of_Organizational_Culture_-_The_Case_of_Culture_Work_in_a_Digital_Hospital_ICIS-Table2-1.png	7	3	0.0	0	0	0	100	1	0	Variable_def
pngs\Variable_def\EickhoffM#MuntermannJ#WeinrichT_2017_What_do_FinTechs_actually_do_-_A_Taxonomy_of_FinTech_Business_Models_ICIS-Table4-1.png	7	2	0.0	0	0	1	100	0	1	Variable_def
pngs\Coorleation\EiselM#SchmidtH#NastjukI#EbermannC#KolbeL_2014_Can_Information_Systems_Reduce_Stress_-_The_Impact_of_Information_Systems_on_Perceived_Stress_and_Attitude_ICIS-Table1-1.png	8	11	0.26136363636363635	0	0	1	0.5172413793103449	0	0	Coorleation
pngs\Coorleation\EiselM#SchmidtH#NastjukI#EbermannC#KolbeL_2014_Can_Information_Systems_Reduce_Stress_-_The_Impact_of_Information_Systems_on_Perceived_Stress_and_Attitude_ICIS-Table2-1.png	8	11	0.26136363636363635	0	0	1	0.5172413793103449	0	0	Coorleation
pngs\Descriptive_stats\EricksonJ#SiauK_2004_Theoretical_and_Practical_Complexity_of_Unified_Modeling_Language_-_Delphi_Study_and_Metrics_Analyses_ICIS-Table8-1.png	33	4	0.0	0	0	1	100	0	0	Descriptive_stats
pngs\Descriptive_stats\EricksonJ#SiauK_2004_Theoretical_and_Practical_Complexity_of_Unified_Modeling_Language_-_Delphi_Study_and_Metrics_Analyses_ICIS-Table10-1.png	7	4	0.0	0	0	1	100	0	0	Descriptive_stats
pngs\Model_results\FengY#TamK#WangC_2015_Time_to_Adoption_of_a_New_IT_Service_ICIS-Table3-1.png	14	5	0.3142857142857143	0	0	1	2.1818181818181817	0	1	Model_results
pngs\others\FiedlerM#SarstedtM_2010_Influence_of_community_design_on_user_behaviors_in_online_communities_ICIS-Table1-1.png	11	4	0.022727272727272728	0	1	1	43.0	0	0	others
pngs\others\FiedlerM#SarstedtM_2010_Influence_of_community_design_on_user_behaviors_in_online_communities_ICIS-Table4-1.png	22	3	0.12121212121212122	0	1	1	7.25	0	1	others
pngs\others\FiedlerM#SarstedtM_2010_Influence_of_community_design_on_user_behaviors_in_online_communities_ICIS-Table3-1.png	9	7	0.0	0	1	1	100	0	1	others
pngs\others\FiedlerM#SarstedtM_2010_Influence_of_community_design_on_user_behaviors_in_online_communities_ICIS-Table2-1.png	14	8	0.044642857142857144	0	1	1	21.4	0	1	others
pngs\others\FiratA#MadnickS#GrosofB_2002_Knowledge_Integration_to_Overcome_Ontological_Heterogeneity_-_Challenges_from_Financial_Information_Systems_ICIS-Table3-1.png	3	3	0.0	0	0	0	100	0	0	others
pngs\others\FiratA#MadnickS#GrosofB_2002_Knowledge_Integration_to_Overcome_Ontological_Heterogeneity_-_Challenges_from_Financial_Information_Systems_ICIS-Table1-1.png	5	2	0.0	0	1	1	100	0	0	others
pngs\others\FiratA#MadnickS#GrosofB_2002_Knowledge_Integration_to_Overcome_Ontological_Heterogeneity_-_Challenges_from_Financial_Information_Systems_ICIS-Table4-1.png	1	1	0.0	1	0	0	100	0	0	others
pngs\others\FiratA#MadnickS#GrosofB_2002_Knowledge_Integration_to_Overcome_Ontological_Heterogeneity_-_Challenges_from_Financial_Information_Systems_ICIS-Table2-1.png	9	3	0.0	0	1	0	100	0	0	others
pngs\others\FirthD_2002_Emergent_Online_Communities_-_The_Structuring_of_Communicative_Practices_Over_the_Internet_ICIS-Table1-1.png	8	4	0.125	0	0	0	7.0	0	0	others
pngs\others\FirthD_2002_Emergent_Online_Communities_-_The_Structuring_of_Communicative_Practices_Over_the_Internet_ICIS-Table2-1.png	5	5	0.16	0	0	0	5.25	0	0	others
pngs\others\FirthD_2004_Is_Free_Information_Really_Free_-_Information_Supply_into_an_IT-Based_Organizational_Memory_System_ICIS-Table1-1.png	13	5	0.0	0	0	0	100	0	0	others
